,Order,SubjectID,ServerTimestamp,AssignmentID,ProblemID,Attempt,CodeStateID,Score,Code,Between,N Way,2xN,Other,OtherReason
76,68088,63ea3fef646010a7255aec506626ea32,02/21/19 09:38 PM,439,235,2,a289b1e86dedbb1805833948bcbb666f3a9727a8,0,"public int dateFashion(int you, int date)
{
   if (you >= 8)
   {
       if (date > 2)
       {
           return 2;
       }
       else 
       {
           return 0;
       }
   }
   else if (date >= 8)
   {
       if (you > 2)
       {
           return 2;
       }
       else
       {
           return 0;
       }
   }
    else
    {
        return 1;
    }
}
",0,1,0,0,
77,76294,63ea3fef646010a7255aec506626ea32,02/21/19 09:55 PM,439,236,2,7adde529c0f399eaf6dfb1f2f2421763c5d17dfe,0,"public int greenTicket(int a, int b, int c)
{
    if (a = b = c)
    {
        return 20;
    }
    else if (a != b != c)
    {
        return 0;
    }
    else
    {
       return 10; 
    }
}
",0,0,0,1,comparison of three numbers
78,119069,63ea3fef646010a7255aec506626ea32,02/21/19 10:13 PM,439,1,1,22ea0886747c6850c7d266461c66a55385b19d47,0,"public int sortaSum(int a, int b)
{
    if (a + b == 10 || a + b == 19)
    {
        return 20;
    }
    else
    {
        return a + b;
    }
}
",1,0,0,0,
79,133557,63ea3fef646010a7255aec506626ea32,02/21/19 10:19 PM,439,3,1,580db77e6ed21b31f420fd10a2e9043f4cb620eb,1,"public boolean in1To10(int n, boolean outsideMode)
{
    if (outsideMode == false)
    {
       if (n >= 1 && n <= 10)
       {
           return true;
       }
        else
        {
            return false;
        }
    }
    else
    {
       if (n <= 1 || n >= 10)
       {
          return true; 
       }
        else
        {
            return false;
        }
    }
}
",0,0,0,0,
80,10724,5d5945691b9139b2876f663bba098c83,02/24/19 06:11 PM,439,234,1,5ed7e0e9a86a759d891df02c85cecd61430d32a2,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend) return (cigars >= 40);
    return cigars >= 40 && cigars <= 60;
}
",0,0,0,0,
81,28499,5d5945691b9139b2876f663bba098c83,02/24/19 06:07 PM,439,13,1,9440250168330afab791583582d92e882aaa990a,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
if (isBirthday == True) {
        if (speed <= 65)
            return 0;
        else if (speed <= 85 && speed >= 66)
            return 1;
        else 
            return 2;
}
    else {
        if (speed <= 60)
            return 0;
        else if (speed <= 80 && speed >= 61)
            return 1;
        else
            return 2;
    }
}
",0,0,0,1,typo
82,37422,5d5945691b9139b2876f663bba098c83,02/24/19 06:24 PM,439,12,1,9bb70782337a77d3aefb72ed0ff58241a42574d2,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer && temp <= 100 && temp >= 60)
    return true;
  if (!(isSummer) && temp <= 90 && temp >=60)
    return true;
  else
    return false;
}
",0,0,0,0,
83,42554,5d5945691b9139b2876f663bba098c83,02/24/19 06:10 PM,439,232,1,25d4b41994e0f4ca8b8e02c59fa55bc59233786e,1,"public String alarmClock(int day, boolean vacation)
{
    if (vacation) return (day >= 1 && day <= 5) ? ""10:00"" : ""off"";
    return (day >= 1 && day <= 5) ? ""7:00"" : ""10:00"";
}
",0,0,0,0,
84,60184,5d5945691b9139b2876f663bba098c83,02/24/19 06:17 PM,439,233,1,1c11595f93e5353b29929a918aab5c45b06c235b,0,"public boolean love6(int a, int b)
{
    if ( a == 6 || b == 6 || Math.abs( a - b ) == 6 || Math.abs( a + b ) == 6 )
   return true;
  else return false;
}
",0,0,0,1,Mathabs
85,65892,5d5945691b9139b2876f663bba098c83,02/24/19 06:14 PM,439,5,1,49c7498cb030b913a6018f6005e10eb959b1459d,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep)
    return false;
  if ((isMorning && isMom) || !isMorning)
    return true;
  else return false;
}
",0,0,0,0,
86,69180,5d5945691b9139b2876f663bba098c83,02/24/19 06:11 PM,439,235,1,165112103382e8336e2683e2f481aaa2d0887038,1,"public int dateFashion(int you, int date)
{
    if (you <= 2 || date <= 2) return 0;
    return (you >= 8 && date >= 2 || date >= 8 && you >= 2) ? 2 : 1;
}
",0,0,0,0,
87,77338,5d5945691b9139b2876f663bba098c83,02/24/19 06:13 PM,439,236,1,f90728cf2f890808b74bebef7d087ee340f103e1,1,"public int greenTicket(int a, int b, int c)
{
    if (a == b && b == c)
    return 20;
  if (a == b || a == c || b == c)
    return 10;
  else;
    return 0;
}
",0,0,0,0,
88,119767,5d5945691b9139b2876f663bba098c83,02/24/19 06:19 PM,439,1,1,c7e8655523eca18e2184d623ad81c1ae848173f1,1,"public int sortaSum(int a, int b)
{
    int sum = a+b;
   
  if(sum >= 10 && sum <= 19)
    return 20;
  else
    return sum;
}
",0,0,0,0,
89,134559,5d5945691b9139b2876f663bba098c83,02/24/19 06:21 PM,439,3,2,ebc8744c54e21e3b7a3ed480c091235c9a9d2372,1,"public boolean in1To10(int n, boolean outsideMode)
{
    if (!outsideMode){
    if (n >= 1 && n <= 10) {
      return true;
    } else {
        return false;
      }
  } else {
      if (n <= 1 || n >= 10) {
        return true;
      } else {
          return false;
        }
    }
}
",0,0,0,0,
90,9612,8a701b176cc140888936dad15c5d046a,02/21/19 11:21 PM,439,234,1,f8c25d0608b78f91766b5d638caaa67efed341ef,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend == true)
    {
        if (cigars >= 40)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
    
    if (isWeekend == false)
    {
        if (cigars >= 40 && cigars <= 60)
        {
            return true;
        }
        else
        {
            return false;
        }
    }
}
",0,0,0,1,if not covering logically correct branches
91,23289,8a701b176cc140888936dad15c5d046a,02/21/19 11:01 PM,439,13,1,b029d27f2fa5d1b9e19522f03232a427545454f0,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (isBirthday == FALSE)
        {
        if (speed <= 60)
        {
            return 0;
        }

        if (speed >= 61 && speed <= 80)
        {
            return 1;
        }

        if (speed >= 81)
        {
            return 2;
        }
    }
    
    if (isBirthday == TRUE)
        {
        if (speed <= 65)
        {
            return 0;
        }

        if (speed >= 66 && speed <= 85)
        {
            return 1;
        }

        if (speed >= 86)
        {
            return 2;
        }
    }
    
    
        
}
",0,0,0,1,"if not covering logically correct branches, variable"
92,36846,8a701b176cc140888936dad15c5d046a,02/22/19 01:06 AM,439,12,1,410689246ac15638f6090816e65f8d27afca7f91,0,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer == false)
    {
        if (temp >= 60 && temp <= 90)
        {
            return true;
        }
        
        else
        {
            return false;
        }
    }
    
    if (isSummer == true)
    {
      if (temp >= 60 && temp <= 100)
        {
            return true;
        }
        
        else
        {
            return false;
        }
    }
}
",0,0,0,1,if not covering logically correct branches
93,39585,8a701b176cc140888936dad15c5d046a,02/21/19 11:12 PM,439,232,1,fafb8868c14e38aaac44268568f5fc4b1483c46c,0,"public String alarmClock(int day, boolean vacation)
{
    if (vacation == false)
    {
        if (day >= 0 && day <= 4)
        {
            return ""7:00"";
        }
        
        if (day >= 5 && day <= 6)
        {
            return ""10:00"";
        }
    }
    
    if (vacation == true)
    {
        if (day >= 0 && day <= 4)
        {
            return ""10:00"";
        }
        
        if (day >= 5 && day <= 6)
        {
            return ""off"";
        }
    }
    
    
}
",1,0,0,1,if not covering logically correct branches
94,59329,8a701b176cc140888936dad15c5d046a,02/22/19 12:54 AM,439,233,1,9165c22367f603c4757e34d1eb8a59bcb742c286,1,"public boolean love6(int a, int b)
{
    if ( a == 6 || b == 6)
    {
        return true;
    }
    
    int c = Math.abs(a-b);
    
    if ( a+b == 6 || c ==6)
    {
        return true;
    }
    
    else
    {
        return false;
    }
}
",0,0,0,0,
95,64861,8a701b176cc140888936dad15c5d046a,02/22/19 12:49 AM,439,5,2,19caffb55b90c3a7a5e463068b5ee34bc4f45320,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep == true)
    {
        return false;
    }
    
    if (isMorning == true)
    {
        if (isMom == true)
        {
            return true;
        }
        
        else
        {
            return false;
        }
    }
    
    else
    {
        return true;
    }
        
    
    
}
",0,0,0,0,
96,68094,8a701b176cc140888936dad15c5d046a,02/21/19 11:17 PM,439,235,1,420f655df5a90b0ad09645ff0d5e79bed1c56c3b,0,"public int dateFashion(int you, int date)
{
    if (you >= 8 || date >= 8)
    {
        return 2;
    }
    
    if (you <= 2 || date <= 2)
    {
        return 0;
    }
    
    else
    {
        return 1;
    }
        
}
",0,1,0,0,
97,76304,8a701b176cc140888936dad15c5d046a,02/22/19 12:40 AM,439,236,1,f7b1e276caffbaa4eea1ac5175b366542a993baf,0,"public int greenTicket(int a, int b, int c)
{
    if ( a == b && b == c)
    {
        return 20;
    }
    
    if ( a != b && b != c && c!=a)
    {
        return 0;
    }
    
    if ( a == b || a == c || b==c)
    {
        return 10;
    }
        
}
",0,0,0,1,if not covering logically correct branches
98,119077,8a701b176cc140888936dad15c5d046a,02/22/19 12:55 AM,439,1,2,77b5981083ca6fe886146f2979a9fe00cf8dab63,1,"public int sortaSum(int a, int b)
{
    if ( a+b >= 10 && a+b <= 19)
    {
        return 20;
    }
    
    else
    {
        return a+b;
    }
        
}
",0,0,0,0,
99,133563,8a701b176cc140888936dad15c5d046a,02/22/19 12:58 AM,439,3,2,2d2cddc2b0757bcfb69cef1b4a8f432b70f48ac0,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if (outsideMode == false)
    {
        if ( n >= 1 && n <= 10)
        {
            return true;
        }
        
        else
        {
            return false;
        }
    }
    
    if (outsideMode == true)
    {
        if ( n <= 1 || n >= 10)
        {
            return true;
        }
        
        else
        {
            return false;
        }
    }
                
}
",0,0,0,1,if not covering logically correct branches
100,11171,62ef6dc6cdbfc1c60305b7d3d9a420a6,02/24/19 09:46 PM,439,234,1,ef056bb78c78bcf0a1f296438836216940c83e13,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend)
    {
        return (cigars >= 40);
    }
    return (cigars >= 40 && cigars <= 60);
}
",0,0,0,0,
101,30431,62ef6dc6cdbfc1c60305b7d3d9a420a6,02/24/19 08:50 PM,439,13,1,e19d8562310c8d13ddbb6a92e685095546c09c6a,1,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (isBirthday)
    {
        if (speed <= 65)
        {
            return 0;
        }
        else if (66 <= speed && speed <= 85)
        {
            return 1;
        }
        else if (86 <= speed)
        {
         return 2;   
        }
    }
    
    if (speed <= 60)
    {
        return 0;
    }
    else if (61 <= speed && speed <= 80)
    {
        return 1;
    }
    else 
    {
        return 2;
    }
        
}
",0,0,0,0,
102,37665,62ef6dc6cdbfc1c60305b7d3d9a420a6,02/24/19 10:06 PM,439,12,1,e3dd5ef9afc48e3e28f92a2175e51c7df7137297,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer)
        return (temp >= 60 && temp <= 100);
    return (temp >= 60 && temp <= 90);
}
",0,0,0,0,
103,43720,62ef6dc6cdbfc1c60305b7d3d9a420a6,02/24/19 08:56 PM,439,232,1,8ec68728928764181910da4036caf900a3c00572,1,"public String alarmClock(int day, boolean vacation)
{
    if (vacation)
    {
        if (day == 0 || day ==6)
        {
            return ""off"";
        }
        else 
        {
            return ""10:00"";
        }
    }
    if (day == 0 || day == 6)
    {
        return ""10:00"";
    }
    return ""7:00"";
}
",0,0,0,0,
104,60758,62ef6dc6cdbfc1c60305b7d3d9a420a6,02/24/19 09:56 PM,439,233,1,69d83eafc4a39c693ab957a84b3af655abe94c67,1,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6)
        return true;
    return ((a + b) == 6 || Math.abs(a - b) == 6);
}
",0,0,0,0,
105,66302,62ef6dc6cdbfc1c60305b7d3d9a420a6,02/24/19 09:54 PM,439,5,1,4b5fd3cb9a97c7389714cc477fd7b0ca0caab497,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep)
        return false;
    if (isMom)
        return true;
    return (!isMorning);
}
",0,0,0,0,
106,69790,62ef6dc6cdbfc1c60305b7d3d9a420a6,02/24/19 09:42 PM,439,235,1,333ff17fb5804a0af8e32886d7d9bba6a05faeee,1,"public int dateFashion(int you, int date)
{
    if (you <= 2 || date <= 2)
    {
        return 0;
    }
    if (you >=8 || date >=8)
    {
        return 2;
    }
    return 1;
}
",0,0,0,0,
107,77848,62ef6dc6cdbfc1c60305b7d3d9a420a6,02/24/19 09:48 PM,439,236,1,c7b52d5545da809e8f2bd498f31e775deed72a94,1,"public int greenTicket(int a, int b, int c)
{
    if (a == b)
    {
        if (b == c)
        {
            return 20;
        }
        return 10;
    }
    if (a == c || b == c)
    {
        return 10;
    }
    return 0;
}
",0,0,0,0,
108,120028,62ef6dc6cdbfc1c60305b7d3d9a420a6,02/24/19 09:58 PM,439,1,1,dabb6c88956eefa2a8f61db122a76401d98aa717,1,"public int sortaSum(int a, int b)
{
    int sum = a + b;
    if (sum >= 10 && sum <= 19)
        return 20;
    return sum;
}
",0,0,0,0,
109,135077,62ef6dc6cdbfc1c60305b7d3d9a420a6,02/24/19 10:05 PM,439,3,1,220c4ce57002eba786d448b94ca1abd655ce44eb,1,"public boolean in1To10(int n, boolean outsideMode)
{
    if (outsideMode)
        return (n <= 1 || n >= 10);
    return (n >= 1 && n <= 10);
}
",0,0,0,0,
110,11704,115c51eb37365df2d4f4e2482b964822,02/25/19 12:30 AM,439,234,2,5c7c020661b5a443a9e74a698a09fbd7cd165438,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if(isWeekend)
return (cigars >= 40);
return (cigars >= 40 && cigars <= 60);
}
",0,0,0,0,
111,33391,115c51eb37365df2d4f4e2482b964822,02/25/19 12:26 AM,439,13,3,760c64b1d4e22596f2d725e5694e49021b970a76,1,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if(isBirthday)
speed -= 5; //  diff limit is higher now
if(speed <= 60)
return 0;
else if(speed <= 80)
return 1;
else
return 2;
}
",0,0,0,0,
112,37849,115c51eb37365df2d4f4e2482b964822,02/25/19 12:35 AM,439,12,2,f801b7f1c7d07621498f16d525db3239e45597f7,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if(isSummer)
    {
     if(temp<=100 && temp>=60)
     {
      return true; 
     }
        else
        {
         return false;   
        }
    }
    else
    {
         if(temp<=90 && temp>=60)
     {
      return true; 
     }
        else
        {
         return false;   
        }
    }
}
",0,0,0,0,
113,45017,115c51eb37365df2d4f4e2482b964822,02/25/19 12:29 AM,439,232,2,edeac365f5d596c880521db86500b1490fd37092,0,"public String alarmClock(int day, boolean vacation)
{
    
if(vacation)
{
if(day == 0 || day == 6)
return ""off"";
return ""10:00"";
}
else
{
if(day == 0 || day == 6)
return ""10:00"";
return ""7:00"";
}
}



}
",0,0,0,1,Extra bracket
114,61035,115c51eb37365df2d4f4e2482b964822,02/25/19 12:31 AM,439,233,2,64c441b91c6444359e3395f400c7d03f944ec428,1,"public boolean love6(int a, int b)
{
    if(a == 6 || b == 6)
return true;
return ((a + b) == 6|| Math.abs(a - b) == 6);
}
",0,0,0,0,
115,66666,115c51eb37365df2d4f4e2482b964822,02/25/19 12:31 AM,439,5,2,eac5017165ed03117eb2d717e5be3fd0bf4fcd02,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if(isAsleep)
return false;
if(isMom)
return true;
return (!isMorning);
}
",0,0,0,0,
116,70113,115c51eb37365df2d4f4e2482b964822,02/25/19 12:30 AM,439,235,2,a79ed7869570d118f1756d6582d7c3935575310b,1,"public int dateFashion(int you, int date)
{
    
if(you <= 2 || date <= 2)
return 0;
if(you >= 8 || date >= 8)
return 2;
return 1;
}
",0,0,0,0,
117,78284,115c51eb37365df2d4f4e2482b964822,02/25/19 12:31 AM,439,236,2,9c5d6a7be18606c3d400575fae18e28339f1f319,1,"public int greenTicket(int a, int b, int c)
{
    if(a == b)
{
if(b == c)
return 20;
return 10;
}
if(a == c || b == c)
return 10;
return 0;
}
",0,0,0,0,
118,120542,115c51eb37365df2d4f4e2482b964822,02/25/19 12:32 AM,439,1,2,db4d1976e17ee3a5ef0804ed4a7b46d605ad1811,1,"public int sortaSum(int a, int b)
{
   int sum = a + b;
if(sum >= 10 && sum <= 19)
return 20;
return sum; 
}
",0,0,0,0,
119,135405,115c51eb37365df2d4f4e2482b964822,02/25/19 12:32 AM,439,3,5,2d809887f1596f2f9b122f613e917d536ecee63f,1,"public boolean in1To10(int n, boolean outsideMode)
{
    if(outsideMode)
return (n <= 1 || n >= 10);
return (n >= 1 && n <= 10);
}
",0,0,0,0,
120,11889,a52fd55f42010405991a333187181f7e,02/25/19 01:21 AM,439,234,7,f68b36e75386bbe4d210562c431e769207c7a50b,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    boolean cigar = false;
  if (isWeekend == true && cigars >= 40)
    return cigar = true;
  if (!(isWeekend) && cigars >=40 && cigars <= 60)
    return cigar = true;
  else
    return cigar;

}
",0,0,0,0,
121,33709,a52fd55f42010405991a333187181f7e,02/25/19 12:49 AM,439,13,5,f97af8c06b6daf203c73b3831b453e4a7a3c8d31,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if (speed <= 60)
    {
        return 0;
    }
}
",1,0,1,0,
122,37936,a52fd55f42010405991a333187181f7e,02/25/19 01:48 AM,439,12,7,8d108591e7947144107a9700695c15479d612ae0,0,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer)
    {
        if (temp >= 60 && temp <= 100)
        {
            return true;
        }
        return false;
    }
    if (!isSumer)
    {
        if (temp >= 60 && temp <= 90)
        {
            return true;
        }
        return false;
    }
}
",0,0,0,1,typo
123,45572,a52fd55f42010405991a333187181f7e,02/25/19 01:14 AM,439,232,17,fc3a1ba07138254d120d5e389cb4e0d99a8f1f8d,1,"public String alarmClock(int day, boolean vacation)
{
    String time = ""7:00"";
     if(vacation) 
     {
        if(day == 0 || day == 6)
            return time = ""off"";
        else
            return time = ""10:00"";
    }
                          
    if(day == 0 || day == 6)
        return time = ""10:00"";
                                    
    return time;
}
",0,0,0,0,
124,61325,a52fd55f42010405991a333187181f7e,02/25/19 01:26 AM,439,233,11,0e3673b8a783a377a11c2e2ec7c776984daa1fb0,1,"public boolean love6(int a, int b)
{
  int total = a+b;
  int minus = Math.abs(a-b);
    if (a == 6 || b == 6)
    return true;

  if (total == 6 || minus == 6)
    return true;
  else
    return false;

}
",0,0,0,0,
125,66849,a52fd55f42010405991a333187181f7e,02/25/19 01:24 AM,439,5,7,1209dc7257e7768b8e03724230203bc6a55a014c,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if(isAsleep)
return false;
if(isMom)
return true;
    if (!isMorning)
        return true;
}
",0,1,0,0,
126,70285,a52fd55f42010405991a333187181f7e,02/25/19 01:17 AM,439,235,7,4f751695641937218f40d5bf4217bf1bb43cf4dd,1,"public int dateFashion(int you, int date)
{
    int time = 1;
  if ((you >= 8 && date > 2) || (date >= 8 && you > 2))
    return time = 2;
  if (you <= 2 || date <= 2)
    return time = 0;
  else
    return time;

}
",0,0,0,0,
127,78408,a52fd55f42010405991a333187181f7e,02/25/19 01:22 AM,439,236,6,e47177271e83f9b665bcd937bc94c6a6055fa928,0,"public int greenTicket(int a, int b, int c)
{
    int number = 0;
  if (a == b && b == c)
    number = 20;
  if (a == b || a == c || b == c)
    number = 10;
  else;
    return number;

}
",0,1,0,0,
128,120689,a52fd55f42010405991a333187181f7e,02/25/19 01:38 AM,439,1,5,e77de4e67ecd9c84c4f92e93ed7bc96eff4b9e16,1,"public int sortaSum(int a, int b)
{
    int sum = a+b;
    if (sum >= 10 && sum <= 19)
        return 20;
    return sum;
}
",0,0,0,0,
129,135674,a52fd55f42010405991a333187181f7e,02/25/19 01:42 AM,439,3,37,a02e22e30725ba059df241607131d0577446fc93,0,"public boolean in1To10(int n, boolean outsideMode)
{
    boolean bool = false;  
    if (!outsideMode){
    if (n >= 1 && n <= 10) {
      return bool = true;
    } else {
        return bool =  false;
      }
  } else {
      if (n <= 1 || n >= 10) {
        return  bool = true;
      } else {
          return bool = false;
        }
    }
return bool;
}
",0,0,0,1,return
130,11090,735dd629ab696e3a1bfcc0fe0d687bb1,02/24/19 09:15 PM,439,234,2,e601d16e0e29aaf53a33c7e1f3ef0751ec0ce60c,0,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if (isWeekend)
        if (cigars >= 40)
            return true;
    if (cigars >= 40 || cigars <= 60)
        return true;
    return false;
}
",1,0,1,0,
131,29825,735dd629ab696e3a1bfcc0fe0d687bb1,02/24/19 07:54 PM,439,13,1,83a02d625d637c824279f903a6fb5c1add29543f,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    super(speed, isBirthday);
}

public void isSpeeding()
{
    if (speed < 60)
    {
        ticket = 0;
    }
    else if (61 < speed < 80)
    {
        ticket = 1;
    }
    else (speed > 80)
    {
        ticket = 2;
    }
}
",1,0,1,1,"function usage, return"
132,37623,735dd629ab696e3a1bfcc0fe0d687bb1,02/24/19 09:40 PM,439,12,1,dde33041d1d8962b457d87e4721d2cb600879c65,0,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if (isSummer)
        return (temperature >= 60 && temperature <= 100);
    return (temperature >= 60 && temperature <= 90);
}
",0,0,0,1,
133,43545,735dd629ab696e3a1bfcc0fe0d687bb1,02/24/19 08:05 PM,439,232,2,5ed21648abb5313f5dd7495f260a2c77b0beab17,1,"public String alarmClock(int day, boolean vacation)
{
    if(vacation)
    {
        if(day == 0 || day == 6)
        {
            return ""off"";
        }
        else
        {
        return ""10:00"";
        }
    }
    else
    {
        if(day == 0 || day == 6)
        {
            return ""10:00"";
        }
        else
        {
            return ""7:00"";
        }
    }
}
",0,0,0,0,
134,60667,735dd629ab696e3a1bfcc0fe0d687bb1,02/24/19 09:13 PM,439,233,1,36a2056080f99da3edd330808d17128552645934,1,"public boolean love6(int a, int b)
{
    if(a == 6 || b == 6)
        return true;
    if(a + b == 6 || Math.abs(a-b) == 6)
        return true;
    return false;
}
",0,0,0,0,
135,66154,735dd629ab696e3a1bfcc0fe0d687bb1,02/24/19 08:27 PM,439,5,1,490ca1a37dcda41e77316b93a43e5fada6c183d5,0,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isMorning)
    {
        if (isMom)
        {
            return true;
        }
    }
    if (isAsleep)
    {
        return false;
    }
    else
    {
        return true;
    }
}
",0,1,0,0,
136,69429,735dd629ab696e3a1bfcc0fe0d687bb1,02/24/19 08:08 PM,439,235,1,5f8a85f32aa9eda23f8a3e70239bbf1bfb60cae0,1,"public int dateFashion(int you, int date)
{
    if(you <= 2 || date <= 2)
    {
        return 0;
    }
    else if (you >= 8 || date >= 8)
    {
        return 2;
    }
    else
    {
        return 1;
    }
}
",0,0,0,0,
137,77580,735dd629ab696e3a1bfcc0fe0d687bb1,02/24/19 08:12 PM,439,236,1,8197feac60191c4803540981c50e87d47207b77d,0,"public int greenTicket(int a, int b, int c)
{
    if (a == b == c)
    {
        return 20;
    }
    else if (a == b || a == c || c == b)
    {
        return 10;
    }
    else
    {
        return 0;
    }
}
",0,0,0,1,Three var comparison directly
138,119978,735dd629ab696e3a1bfcc0fe0d687bb1,02/24/19 09:24 PM,439,1,1,3c82667dd33d00795c891551bfd6129dafaea9c6,1,"public int sortaSum(int a, int b)
{
    int sum = a + b;
    if (sum >= 10 && sum <= 19)
        return 20;
    return sum;
}
",0,0,0,0,
139,134955,735dd629ab696e3a1bfcc0fe0d687bb1,02/24/19 09:26 PM,439,3,1,409fa195ee1f076833eda9a6e5427928ba15ce24,0,"public boolean in1To10(int n, boolean outsideMode)
{
    if (outsideMode == true)
        if (n <= 1 || n >= 10)
       return true;
    if (n >= 1 || n <= 10)
        return true;
    return false;
}
",1,0,1,0,
140,11791,07ae4cca3f90a49347ccb5c1a82ff46f,02/25/19 12:55 AM,439,234,1,3cde3f3e028cf5b0e4a26adc6233d17ec8d549b5,1,"public boolean cigarParty(int cigars, boolean isWeekend)
{
    if(isWeekend && cigars >= 40) {
        return true;
    } else if (!isWeekend && cigars >= 40 && cigars <=60) {
        return true;
    } else {
        return false;
    }
}
",0,0,0,0,
141,33332,07ae4cca3f90a49347ccb5c1a82ff46f,02/25/19 12:25 AM,439,13,8,8227b92aad670a1a30daf4c6e3ba4b568d846dfb,0,"public int caughtSpeeding(int speed, boolean isBirthday)
{
    if(isBirthday) {
        if (speed <= 65) 
    {
        return 0;
        } else if (speed >= 66 && speed <=85) 
        {
     return 1;   
    } else if (speed >=86)
    {
        return 2;
    }
    } else 
    {
        if (speed <= 60) 
    {
        return 0;
        }
    else if (speed >= 61 && speed <=80) 
        {
     return 1;   
    }
    else if (speed >=81)
    {
        return 2;
    }
    }
    
}
",0,0,0,1,Condition does not cover locally impossible situations
142,37901,07ae4cca3f90a49347ccb5c1a82ff46f,02/25/19 01:16 AM,439,12,1,6427ba53586c5b86e4cc1b30af9644f6eb64f249,1,"public boolean squirrelPlay(int temp, boolean isSummer)
{
    if(!isSummer && temp >= 60 && temp <= 90) {
        return true;
    } else if (isSummer && temp >= 60 && temp <= 100) {
        return true;
    } else {
        return false;
    }
}
",0,0,0,0,
143,45055,07ae4cca3f90a49347ccb5c1a82ff46f,02/25/19 12:30 AM,439,232,1,b031bcbe7fa9010fb245dcbee815716e197c5ec9,0,"public String alarmClock(int day, boolean vacation)
{
    if(vacation && day != 0 && day != 6) {
        return ""10:00"";
    } else {
        return ""off"";
    }
    
    if(!vacation && day != 0 && day != 6) {
        return ""7:00"";
    } else {
        return ""10:00"";
    }
}
",0,0,1,0,
144,61208,07ae4cca3f90a49347ccb5c1a82ff46f,02/25/19 01:05 AM,439,233,1,ccbc4472b8f5e75810aeaf12fe25ff14ea8e14e1,0,"public boolean love6(int a, int b)
{
    if (a == 6 || b == 6) {
        return true;
    } else if (a + b == 6) {
        return true;
    } else if (Math.abs(a - b) == 6) {
        return true;
    }
}
",0,1,0,0,
145,66760,07ae4cca3f90a49347ccb5c1a82ff46f,02/25/19 01:03 AM,439,5,1,a28801cc5beed9aa5829a497595f58be61be89ce,1,"public boolean answerCell(boolean isMorning, boolean isMom, boolean isAsleep)
{
    if (isAsleep) {
        return false;
    } else if (isMorning && isMom) {
        return true;
    } else if (isMorning) {
        return false;
    } else {
        return true;
    }
}
",0,0,0,0,
146,70150,07ae4cca3f90a49347ccb5c1a82ff46f,02/25/19 12:47 AM,439,235,1,9ac43b1362b32d58b7e3398c8c7a8a5d172f140c,0,"public int dateFashion(int you, int date)
{
    if (you >= 8 || date >= 8) {
        return 2;
    } else if (you <= 2 || date <= 2) {
        return 0;
    } else {
        return 1;
    }
}
",0,1,0,0,
147,78355,07ae4cca3f90a49347ccb5c1a82ff46f,02/25/19 12:58 AM,439,236,2,735b54db2e54aeff7a71e5d0661ced2808243b72,0,"public int greenTicket(int a, int b, int c)
{
    if (a == b && b == C) {
        return 20;
    } else if (a != b && b != c) {
        return 0;  
    } else if (a == b && b != c) {
        return 10;
    } else if (a == c && c != a) {
        return 10;
    } else if (c == b && a != b) {
        return 10;
    }
        
}
",0,1,0,0,
148,120609,07ae4cca3f90a49347ccb5c1a82ff46f,02/25/19 01:07 AM,439,1,1,da889825c78a08ee41c715aa2a998505c16e9026,1,"public int sortaSum(int a, int b)
{
    if (a + b >= 10 && a + b <= 19) {
        return 20;
    } else {
        return a + b;
    }
}
",0,0,0,0,
